queue_position,video_id,upload_date,final_caption,original_caption,was_translated,views,duration_s,sort_ts
103,6853785035959438597,2020-07-26,Dance mode on 🕺 💃 #fyp #tiktokbrasil #viralbrasil #dietodaychallenge #dietoday #youngthug #rj @nicolestank,Piamo dançante 🕺 💃 #fyp #tiktokbrasil #viralbrasil #dietodaychallenge #dietoday #youngthug #rj @nicolestank,1,29400,15,1595771184
104,6853789716098108678,2020-07-26,"How many spins? I love tricks like this 🚀 I love landing #manobras like this, anyone want to guess the name?! #fyp #viral #skateboarding #skate #skimboard","How many spins? I love tricks like this 🚀 Eu amo mandar #manobras assim, alguém arrisca o nome dessa?! #fyp #viral #skateboarding #skate #skimboard",1,121600,7,1595772274
105,6854143678823320837,2020-07-27,That #onda that kicks you right off the #praia 😂 Watch till the end #viral #fail #wipeout #fyp #skimboarding #surfe #surfing #rj,Aquela #onda que te expulsa pra fora da #praia 😂 Assista até o final #viral #fail #wipeout #fyp #skimboarding #surfe #surfing #rj,1,523400,16,1595854688
106,6854266241796852998,2020-07-27,Jumping off the #jetski and #surfando on a #skimboard #prancha 🤯🤩 #fyp #surfing #surfe #riodejaneiro,Pulando do #jetski e #surfando com uma #prancha de #skimboard 🤯🤩 #fyp #surfing #surfe #riodejaneiro,1,43500,15,1595883223
107,6854268374642330885,2020-07-27,Brincando no meu #playground 🤪 Full #beastmode on this airdrop 🚀 #fyp #viralvideo #desceproplay #skimboarding #surfing,Brincando no meu #playground 🤪 Full #beastmode on this airdrop 🚀 #fyp #viralvideo #desceproplay #skimboarding #surfing,0,101500,9,1595883719
108,6854277631693573381,2020-07-27,The turn was sweet but the best part was the smack the wave gave me right after 😂🤪 #surfe #skimboard #skimboarding #riodejaneiro #rj #praia #fun,A rasgada até foi legal mas o bom mesmo foi o tapão que a onda me deu depois 😂🤪 #surfe #skimboard #skimboarding #riodejaneiro #rj #praia #fun,1,39200,7,1595885875
109,6854330584395779334,2020-07-28,Getting into some bigger #waves with my #skimboard 💣 #fyp #surfing #bigwave #itacoatiara #surfe #niteroi,Getting into some bigger #waves with my #skimboard 💣 #fyp #surfing #bigwave #itacoatiara #surfe #niteroi,0,115300,14,1595898205
110,6856441962229288197,2020-08-02,🚨LIVE ALERT on @redbullbr's #TikTok 🚀 Aug 4th at 4:30pm me and @felipelimamil 🤩 will be live hanging out and talking with you! Let's gooo,🚨ALERTA LIVE no #TikTok da @redbullbr 🚀 Dia 04/08 as 16:30 eu e o @felipelimamil 🤩 vamos estar ao Vivo trocando uma idéia com vocês! Vamo nessaaaa,1,34700,14,1596389800
111,6856547533074844934,2020-08-03,Indo e voltando com estilo 😎 I’ll brb baby 😉 #fyp #viralvideo #skimboarding #skimming #surfing #waves #beach #riodejaneiro #trick,Indo e voltando com estilo 😎 I’ll brb baby 😉 #fyp #viralvideo #skimboarding #skimming #surfing #waves #beach #riodejaneiro #trick,0,111200,10,1596414382
112,6856789092051602694,2020-08-03,Out running wild 🍇🍯 #fyp #skimboarding #skateboarding #surfing #lilwayne #whatspoppin #riodejaneiro,Solto na vala 🍇🍯 #fyp #skimboarding #skateboarding #surfing #lilwayne #whatspoppin #riodejaneiro,1,126900,8,1596470624
113,6856789918358703366,2020-08-03,Commentator slightly hyped 😂 #Barrel or Not? 😅 #fyp #surfing #skimboarding #skimboard #tiktokbr #carioca #ondas,Narrador levemente emocionado 😂 #Barrel or Not? 😅 #fyp #surfing #skimboarding #skimboard #tiktokbr #carioca #ondas,1,184000,13,1596470816
114,6856898287534968069,2020-08-03,Night sessions count too! 😎🙌🏼 #fyp #nightime #surfing #fullmoon #skimboarding #riodejaneiro #brazil,De noite também pode! 😎🙌🏼 #fyp #nightime #surfing #fullmoon #skimboarding #riodejaneiro #brazil,1,2400000,9,1596496049
115,6857611898477661446,2020-08-05,"Pulled this one off today 🤪 So, ever seen anyone do this?! 🤯 Have you ever seen this #sport ?! #fyp #viralvideo #esportes #insane #epic #skimboarding","Aprontei essa hoje 🤪 E aí, já viu alguém fazer isso?! 🤯 Have you ever seen this #sport ?! #fyp #viralvideo #esportes #insane #epic #skimboarding",1,1600000,8,1596662198
116,6857613922745240837,2020-08-05,É tipo #skate só que na praia 🤯 It’s like #skateboarding on the #beach 🤩 #fyp #skimboarding #surfing #skater,É tipo #skate só que na praia 🤯 It’s like #skateboarding on the #beach 🤩 #fyp #skimboarding #surfing #skater,0,66500,7,1596662670
117,6857967106491763973,2020-08-06,Drop a comment if you caught the #arcoiris after that turn 🌈💦 Comment if you saw the #rainbow ! #fyp #skimboarding #surfing #beach #nature #natural,Comenta aí quem viu o #arcoiris depois da rasgada 🌈💦 Comment if you saw the #rainbow ! #fyp #skimboarding #surfing #beach #nature #natural,1,182800,9,1596744901
118,6859716928261475589,2020-08-11,"O #mood que eu gosto // My mood don’t swings, I’m always having a blast #skimboarding 😂🚀 #MoodSwings #PopSmoke #rippopsmoke #liltjay #surfing #beach","O #mood que eu gosto // My mood don’t swings, I’m always having a blast #skimboarding 😂🚀 #MoodSwings #PopSmoke #rippopsmoke #liltjay #surfing #beach",0,572600,12,1597152315
119,6859718205003304197,2020-08-11,U know how that sh¥t goes 🔥🚀 Name this￼ #skimboarding #trick #fyp #viralvideo #skateboarding #skate,U know how that sh¥t goes 🔥🚀 Name this￼ #skimboarding #trick #fyp #viralvideo #skateboarding #skate,0,32200,5,1597152612
120,6859718781778791686,2020-08-11,Everyone walking by on the #praia ends up stopping to watch my #skimboard #manobras 😂😎 #fyp #beach #riodejaneiro #rj #carioca,Todo mundo que passa caminhando na #praia acaba parando pra ver minhas #manobras de #skimboard 😂😎 #fyp #beach #riodejaneiro #rj #carioca,1,414400,9,1597152745
121,6859720042376957189,2020-08-11,"If I can't roll up like this, I'm not even going on the #rolé 😂😎🚀 #ipanema #leblon #likeaboss #praia #beach #style #lifestyle #sunset #fyp","Se não for pra brotar assim, eu nem vou pro #rolé 😂😎🚀 #ipanema #leblon #likeaboss #praia #beach #style #lifestyle #sunset #fyp",1,545900,11,1597153039
122,6859720947302239493,2020-08-11,#RioDeJaneiro views only I know about 🍇🙌🏼✨ #fyp #rj #carioca #zonasul #leblon #ipanema #lagoa,Vistas do #RioDeJaneiro que só eu conheço 🍇🙌🏼✨ #fyp #rj #carioca #zonasul #leblon #ipanema #lagoa,1,19300,9,1597153250
123,6860080538762464517,2020-08-12,Just dropping in to wish you a #BomDia ❤️✨🙌🏼 #secuida #fyp #goodvibes #lifestyle #letsgo #positivity,Passando aqui só pra te desejar um #BomDia ❤️✨🙌🏼 #secuida #fyp #goodvibes #lifestyle #letsgo #positivity,1,40900,10,1597236977
124,6860081342625926405,2020-08-12,"#PosteUmaLembrança check out this sick #tubo I got, and I filmed it #selfie style 😂🤯 #fyp #barrel #surfing #wave #ocean",#PosteUmaLembrança se liga ness #tubo foda que eu peguei e ainda filmei de #selfie 😂🤯 #fyp #barrel #surfing #wave #ocean,1,39000,14,1597237163
125,6860081855824284934,2020-08-12,"Casually took the cap off to catch the #onda, rode with the shades on, took them off for the #manobra and put them back on after! SO MUCH STYLE 😎 #fyp #viralvideo","Tirou o boné espontaneamente pra pegar a #onda, foi de óculos, tirou na hora da #manobra e depois vestiu de novo! QUANTO ESTILO 😎 #fyp #viralvideo",1,109700,12,1597237282
126,6861173404289010950,2020-08-15,"I think it works, right? #skimboard + #funk 😂 #fyp #tiktokbrasil #surfista #carioca",Acho que combinou ein #skimboard + #funk 😂 #fyp #tiktokbrasil #surfista #carioca,1,91900,15,1597491429
127,6861174781069364486,2020-08-15,Catching an #onda with this view is a PRIVILEGE ❤️🍇 Thank you #RioDeJaneiro for staying beautiful forever 🙌🏼 #rj #carioca #gilbertogil #mpb #ipanema,Pegar #onda com esse visual é um PRIVILÉGIO ❤️🍇 Obrigado #RioDeJaneiro por continuar lindo pra sempre 🙌🏼 #rj #carioca #gilbertogil #mpb #ipanema,1,105400,6,1597491748
128,6863037575960087813,2020-08-20,Can you believe this #onda got me a bunch of stitches in my foot?! 🤯😷 Can you believe this #wave got me a couple #stitches on my feet 🧐🤯 #fyp,Dá pra acreditar que essa #onda me fez tomar vários pontos no pé?! 🤯😷 Can you believe this #wave got me a couple #stitches on my feet 🧐🤯 #fyp,1,72500,15,1597925467
129,6863038943269571846,2020-08-20,Comment if you were still looking for me after that wave! 😂🤯 The wave wasn't big but it gave me a solid #caldo hehe #fyp #ondas #fail #praia #surfe #skimboard,Comenta aí quem ficou me procurando depois da onda! 😂🤯 A onda não era grande mas deu um #caldo bom hehe #fyp #ondas #fail #praia #surfe #skimboard,1,52200,8,1597925782
130,6863041681378249989,2020-08-20,Looks like just another #surfista video but there's a message in it too ❤️ Looks like another #skimboarding video but there’s a cool message! #surfing #fyp,Parece só mais um vídeo de #surfista mas também tem uma mensagem ❤️ Looks like another #skimboarding video but there’s a cool message! #surfing #fyp,1,38700,15,1597926421
131,6863101655408233734,2020-08-20,One of those tricks that hits straight to the vein ⚡️🔥 Had to celebrate at the end 😂 #skimboarding #fyp #surfing #waves #beach #trick #epic #riodejaneiro,Daquelas manobras que pega na veia ⚡️🔥 Tive até que comemorar no final 😂 #skimboarding #fyp #surfing #waves #beach #trick #epic #riodejaneiro,1,2300000,9,1597940383
132,6863408164474506501,2020-08-21,Beautiful tricks and beautiful views 🍇✨ Beautiful tricks & beautiful views #fyp #skimboarding #surfing #riodejaneiro #tiktokbrasil #surfe #praia #ipanema,Belas manobras e belos visuais 🍇✨ Beautiful tricks & beautiful views #fyp #skimboarding #surfing #riodejaneiro #tiktokbrasil #surfe #praia #ipanema,1,30900,7,1598011749
133,6866106307124956422,2020-08-28,DID YOU KNOW I HAVE A YOUTUBE CHANNEL? Go check out my YouTube channel 🤩 #fyp #surfing #skimboarding #drone #viralvideo,VOCÊ SABIA QUE EU TENHO UM CANAL NO YOUTUBE? Go check out my YouTube channel 🤩 #fyp #surfing #skimboarding #drone #viralvideo,1,80800,15,1598639957
134,6866107807444389125,2020-08-28,Looks like I'm about to eat it every single second of this video 😂 but right at the end I saved it big time 🤪 #fyp #surfe #surfing #skimboarding #niteroi #praia,Parece que eu vou cair em todos os momentos do vídeo 😂 mas no finalzinho eu salvei demais 🤪 #fyp #surfe #surfing #skimboarding #niteroi #praia,1,189700,8,1598640309
135,6866416118727183622,2020-08-29,#LaughNow #CryLater 🔥🚀 #fyp #skimboarding #surfing #drake #riodejaneiro #tiktokbr,#LaughNow #CryLater 🔥🚀 #fyp #skimboarding #surfing #drake #riodejaneiro #tiktokbr,0,84100,60,1598712093
136,6866487616364236038,2020-08-29,My life be like ✨🔥 #DoWhatYouLove #fy #fyp #skimboarding #surfing #riodejaneiro,My life be like ✨🔥 #DoWhatYouLove #fy #fyp #skimboarding #surfing #riodejaneiro,0,21400,37,1598728739
137,6868743963843513602,2020-09-04,A picture is worth a thousand words 🍇❤️ Riding my #skimboard in #ondasgigantes #fyp #surfing #drone #viralvideo,Uma imagem vale mais que mil palavras 🍇❤️ Usando meu #skimboard em #ondasgigantes #fyp #surfing #drone #viralvideo,1,195000,8,1599254085
138,6868964921342823682,2020-09-05,"The same #onda filmed from 3 different angles! Comment which one looked best. Drone 🚁, from the beach 🏝 or from the water🌊?! #fyp #viralvideo #surfing #surf","A mesma #onda filmada por 3 ângulos diferentes! Comenta aí qual ficou mais lega. Drone 🚁, da praia 🏝 ou da água🌊?! #fyp #viralvideo #surfing #surf",1,111100,15,1599305528
139,6868965711587429633,2020-09-05,When the air lands straight to the vein 🔥🚀 #fyp #trick #air #surfing #skimboarding #leblon #ipanema #riodejaneiro #praia #tiktokbr,Quando o aéreo pega na veia 🔥🚀 #fyp #trick #air #surfing #skimboarding #leblon #ipanema #riodejaneiro #praia #tiktokbr,1,164600,8,1599305712
140,6869548203675487490,2020-09-07,Know #Skimboard ?! Come with me and I'll show you ;) #fyp #fy #pravoce #surfe #praia #sport #tiktokbr #surfing #beach #watersports,Conhece #Skimboard ?! Vem cmg que eu te mostro ;) #fyp #fy #pravoce #surfe #praia #sport #tiktokbr #surfing #beach #watersports,1,21000,15,1599441335
141,6869914329831968002,2020-09-08,"This song fits the video so well, don't you think ?! #fyp #dicebeat #fy #viralvideo #surfing #skimboarding #skimboard","Essa música encaixou muito com esse vídeo, não acham ?! #fyp #dicebeat #fy #viralvideo #surfing #skimboarding #skimboard",1,121700,15,1599526582
142,6870459539724995841,2020-09-09,😂🤪 #fyp #pitbullderaça #maisprafrente #funk #rj #carioca #surfe #skimboard,😂🤪 #fyp #pitbullderaça #maisprafrente #funk #rj #carioca #surfe #skimboard,0,100700,15,1599653521
143,6871308413620555009,2020-09-11,Just messing around 🤪😂 #ohjuliana #juliana #funk #tiktokbr #praia #surfista #surfe #skimboard,Só de caôzada 🤪😂 #ohjuliana #juliana #funk #tiktokbr #praia #surfista #surfe #skimboard,1,100400,15,1599851164
144,6871309022675438850,2020-09-11,So good when I make a #tiktok and the #música lines up perfectly with the #manobras 🤩🤩 #fyp #skimboarding #surfing,Bom demais quando venho fazer um #tiktok e a #música combina perfeitamente com as #manobras 🤩🤩 #fyp #skimboarding #surfing,1,103400,15,1599851305
145,6872299389478571266,2020-09-14,No idea why but I love #drone footage 🚁🛸🚀🔥 #fy #fyp #surfing #surfe #tubo #rasgada,Sei lá porque mas eu amo as filmagens de #drone 🚁🛸🚀🔥 #fy #fyp #surfing #surfe #tubo #rasgada,1,17500,8,1600081893
146,6872300038744313089,2020-09-14,Just like a #videogame // Tipo videogame 😂🤪 #fyp #fy #surfing #skimboarding #barrel #tubo #jetski,Just like a #videogame // Tipo videogame 😂🤪 #fyp #fy #surfing #skimboarding #barrel #tubo #jetski,0,7843,17,1600082045
147,6872422377909685506,2020-09-14,Just learned this new game 🤩 #fy #fyp #surfing #kite #kitesurf #windsurf #wind #cabofrio,Aprendi essa brincadeira nova 🤩 #fy #fyp #surfing #kite #kitesurf #windsurf #wind #cabofrio,1,8541,21,1600110530
148,6872484770442497281,2020-09-14,Talk about a CLEAN #manobra 🧼 #fyp #fy #surfing #skate #shoveit #sk8 #skateboarding,Pensa numa #manobra CLEAN 🧼 #fyp #fy #surfing #skate #shoveit #sk8 #skateboarding,1,7846,4,1600125059
149,6872485824135580929,2020-09-14,I'm posting the whole session here. Hope you like it :) What's the name of this trick?! #fy #fyp #bigspin #skate #skateboardingisfun #skateboard,Vou postar a session inteira aqui. Espero que gostem :) Qual o nome dessa manobra?! #fy #fyp #bigspin #skate #skateboardingisfun #skateboard,1,9649,4,1600125305
150,6872486377406139649,2020-09-14,Making something out of nothing 🤪 Three 3 shuvs #fy #fyp #skimboarding #skate #tricks #riodejaneiro,Making something out of nothing 🤪 Three 3 shuvs #fy #fyp #skimboarding #skate #tricks #riodejaneiro,0,11700,8,1600125433
151,6872487224307453185,2020-09-14,"When the shot ends on a view like this, so goooood 🍇🍇 #rj #riodejaneiro #leblon #ipanema #gifted #blessed",Quando a imagem termina nesse visual é bom demaiss 🍇🍇 #rj #riodejaneiro #leblon #ipanema #gifted #blessed,1,8595,6,1600125631
152,6872487761673194753,2020-09-14,One of those #manobras combos that hits straight to the vein 🔥🚀 #fy #fyp #skimboarding #surfing #surfe,Daqueles combos de #manobras que pegam na veia 🔥🚀 #fy #fyp #skimboarding #surfing #surfe,1,12700,7,1600125755
153,6872488205455822082,2020-09-14,Just a quick #ShoveIt grab ✊🏻 #fy #fyp #tricks #skateboard #skateboarding #beach #surf #skim,Just a quick #ShoveIt grab ✊🏻 #fy #fyp #tricks #skateboard #skateboarding #beach #surf #skim,0,10300,3,1600125859
154,6872488803957804290,2020-09-14,Spin to win it’s what they say 😂😂 #fyp #skimboarding #skim #skimming #6ix9nine #lockedup,Spin to win it’s what they say 😂😂 #fyp #skimboarding #skim #skimming #6ix9nine #lockedup,0,11600,7,1600125998
155,6872489895072517377,2020-09-14,#TooComfortable at home doing what I love 🏡❤️ #fyp #fy #riodejaneiro #tiktokbrasil #skimboarding #skimboard #sports,#TooComfortable at home doing what I love 🏡❤️ #fyp #fy #riodejaneiro #tiktokbrasil #skimboarding #skimboard #sports,0,14200,5,1600126252
156,6872490713200839937,2020-09-14,I love throwing these airs 🚀 Which of my tricks do you like watching most?! #fyp #skimboarding #bop #dababy #air #trick #fly,Adoro dar esse aéreos 🚀 Qual a minha manobra que você mais gosta de assistir?! #fyp #skimboarding #bop #dababy #air #trick #fly,1,15500,4,1600126443
157,6872491200876694785,2020-09-14,Another trick I took straight from #skate 🙏🏼🙌🏼 Comment what you think of this session #fyp #skimboarding #trick,Mais uma manobra que me inspirei do #skate 🙏🏼🙌🏼 Comenta aí o que tão achando dessa session #fyp #skimboarding #trick,1,10700,4,1600126557
158,6872491834828918017,2020-09-14,"I gotta say, that one was my favorite 🔥🔥 #fyp #drake #laughnowcrylater #skimboarding #skimboard",Vou te falar que essa daí foi minha preferida 🔥🔥 #fyp #drake #laughnowcrylater #skimboarding #skimboard,1,11100,5,1600126704
159,6872492522875145473,2020-09-14,"So, did you like the session? Drop a comment and I'll post more tomorrow ❤️ #fyp #skimboard #skimboarding #surfe #skim #skateboard #skate #sports","E aí, curtiu a session? Deixa ai seu comentário e vou postar mais amanhã ❤️ #fyp #skimboard #skimboarding #surfe #skim #skateboard #skate #sports",1,16600,4,1600126863
